run_name,model_name,device,segment,shifts,mp3,input_file,references_dir,stem_mapping,evaluated_stems,evaluated_stem_count,mean_si_sdr_db,median_si_sdr_db,mean_sdr_db,median_sdr_db,mean_si_sdri_db,median_si_sdri_db,evaluation_file,created_at
run_20260905_193249_musdb_al_james_htdemucs_s1,htdemucs,cpu,,1,False,musdb18hq\test\Al James - Schoolboy Facination\mixture.wav,musdb18hq\test\Al James - Schoolboy Facination,"{""bass"": [""bass""], ""drums"": [""drums""], ""mixture"": [""mixture""], ""other"": [""other""], ""vocals"": [""vocals""]}","[""bass"", ""drums"", ""other"", ""vocals""]",4,5.898563194107675,6.245024417510981,6.996621308608983,7.159739221974217,10.924474031276429,10.527011535915783,experiments\evaluations\run_20260905_193249_musdb_al_james_htdemucs_s1.json,2026-09-05T17:35:31.368469+00:00
run_20260905_193740_musdb_al_james_htdemucs_s1,htdemucs_ft,cpu,,1,False,musdb18hq\test\Al James - Schoolboy Facination\mixture.wav,musdb18hq\test\Al James - Schoolboy Facination,"{""bass"": [""bass""], ""drums"": [""drums""], ""mixture"": [""mixture""], ""other"": [""other""], ""vocals"": [""vocals""]}","[""bass"", ""drums"", ""other"", ""vocals""]",4,6.436278257870627,6.728011757095913,7.433044659038929,7.558525135097207,11.46218909503938,11.020023235979652,experiments\evaluations\run_20260905_193740_musdb_al_james_htdemucs_s1.json,2026-09-05T17:50:12.548978+00:00
